	Gene
12065	OR8A1
12066	OR8B12
12067	OR8B2
12068	OR8B3
12069	OR8B4
12070	OR8B8
12071	OR8D1
12072	OR8D2
12073	OR8D4
12074	OR8G1
12075	OR8G5
12076	OR8H1
12077	OR8H2
12078	OR8H3
12079	OR8I2
12080	OR8J1
12081	OR8J3
12082	OR8K1
12083	OR8K3
12084	OR8K5
12085	OR8S1
12086	OR8U1
12087	OR8U8
12088	OR9A2
12089	OR9A4
12090	OR9G1
12091	OR9G4
12092	OR9G9
12093	OR9I1
12094	OR9K2
12095	OR9Q1
12096	OR9Q2
12097	ORAI1
12098	ORAI2
12099	ORAI3
12100	ORAOV1
12101	ORC1
12102	ORC2
12103	ORC3
12104	ORC4
12105	ORC5
12106	ORC6
12107	ORM1
12108	ORM2
12109	ORMDL1
12110	ORMDL2
12111	ORMDL3
12112	OS9
12113	OSBP
12114	OSBP2
12115	OSBPL10
12116	OSBPL11
12117	OSBPL1A
12118	OSBPL2
12119	OSBPL3
12120	OSBPL5
12121	OSBPL6
12122	OSBPL7
12123	OSBPL8
12124	OSBPL9
12125	OSCAR
12126	OSCP1
12127	OSER1
12128	OSGEP
12129	OSGEPL1
12130	OSGIN1
12131	OSGIN2
12132	OSM
12133	OSMR
12134	OSR1
12135	OSR2
12136	OST4
12137	OSTC
12138	OSTF1
12139	OSTM1
12140	OSTN
12141	OTC
12142	OTOA
12143	OTOF
12144	OTOG
12145	OTOGL
12146	OTOL1
12147	OTOP1
12148	OTOP2
12149	OTOP3
12150	OTOR
12151	OTOS
12152	OTP
12153	OTUB1
12154	OTUB2
12155	OTUD1
12156	OTUD3
12157	OTUD4
12158	OTUD5
12159	OTUD6A
12160	OTUD6B
12161	OTUD7A
12162	OTUD7B
12163	OTULIN
12164	OTX1
12165	OTX2
12166	OVCA2
12167	OVCH1
12168	OVCH2
12169	OVGP1
12170	OVOL1
12171	OVOL2
12172	OVOL3
12173	OVOS2
12174	OXA1L
12175	OXCT1
12176	OXCT2
12177	OXER1
12178	OXGR1
12179	OXLD1
12180	OXNAD1
12181	OXR1
12182	OXSM
12183	OXSR1
12184	OXT
12185	OXTR
12186	P2RX1
12187	P2RX2
12188	P2RX3
12189	P2RX4
12190	P2RX5
12191	P2RX6
12192	P2RX7
12193	P2RY1
12194	P2RY10
12195	P2RY11
12196	P2RY12
12197	P2RY13
12198	P2RY14
12199	P2RY2
12200	P2RY4
12201	P2RY6
12202	P2RY8
12203	P3H1
12204	P3H2
12205	P3H3
12206	P3H4
12207	P4HA1
12208	P4HA2
12209	P4HA3
12210	P4HB
12211	P4HTM
12212	PA2G4
12213	PAAF1
12214	PABPC1
12215	PABPC1L
12216	PABPC1L2A
12217	PABPC1L2B
12218	PABPC3
12219	PABPC4
12220	PABPC4L
12221	PABPC5
12222	PABPN1
12223	PABPN1L
12224	PACRG
12225	PACRGL
12226	PACS1
12227	PACS2
12228	PACSIN1
12229	PACSIN2
12230	PACSIN3
12231	PADI1
12232	PADI2
12233	PADI3
12234	PADI4
12235	PADI6
12236	PAEP
12237	PAF1
12238	PAFAH1B1
12239	PAFAH1B2
12240	PAFAH1B3
12241	PAFAH2
12242	PAG1
12243	PAGE1
12244	PAGE2
12245	PAGE2B
12246	PAGE3
12247	PAGE4
12248	PAGE5
12249	PAGR1
12250	PAH
12251	PAICS
12252	PAIP1
12253	PAIP2
12254	PAIP2B
12255	PAK1
12256	PAK1IP1
12257	PAK2
12258	PAK3
12259	PAK4
12260	PAK6
12261	PAK7
12262	PALB2
12263	PALD1
12264	PALLD
12265	PALM
12266	PALM2
12267	PALM2-AKAP2
12268	PALM3
12269	PALMD
12270	PAM
12271	PAM16
12272	PAMR1
12273	PAN2
12274	PAN3
12275	PANK1
12276	PANK2
12277	PANK3
12278	PANK4
12279	PANO1
12280	PANX1
12281	PANX2
12282	PANX3
12283	PAOX
12284	PAPD4
12285	PAPD5
12286	PAPD7
12287	PAPL
12288	PAPLN
12289	PAPOLA
12290	PAPOLB
12291	PAPOLG
12292	PAPPA
12293	PAPPA2
12294	PAPSS1
12295	PAPSS2
12296	PAQR3
12297	PAQR4
12298	PAQR5
12299	PAQR6
12300	PAQR7
12301	PAQR8
12302	PAQR9
12303	PARD3
12304	PARD3B
12305	PARD6A
12306	PARD6B
12307	PARD6G
12308	PARG
12309	PARK2
12310	PARK7
12311	PARL
12312	PARM1
12313	PARN
12314	PARP1
12315	PARP10
12316	PARP11
12317	PARP12
12318	PARP14
12319	PARP15
12320	PARP16
12321	PARP2
12322	PARP3
12323	PARP4
12324	PARP6
12325	PARP8
12326	PARP9
12327	PARPBP
12328	PARS2
12329	PARVA
12330	PARVB
12331	PARVG
12332	PASD1
12333	PASK
12334	PATE1
12335	PATE2
12336	PATE3
12337	PATE4
12338	PATL1
12339	PATL2
12340	PATZ1
12341	PAWR
12342	PAX1
12343	PAX2
12344	PAX3
12345	PAX4
12346	PAX5
12347	PAX6
12348	PAX7
12349	PAX8
12350	PAX9
12351	PAXBP1
12352	PAXIP1
12353	PBDC1
12354	PBK
12355	PBLD
12356	PBOV1
12357	PBRM1
12358	PBX1
12359	PBX2
12360	PBX3
12361	PBX4
12362	PBXIP1
12363	PC
12364	PCBD1
12365	PCBD2
12366	PCBP1
12367	PCBP2
12368	PCBP3
12369	PCBP4
12370	PCCA
12371	PCCB
12372	PCDH1
12373	PCDH10
12374	PCDH11X
12375	PCDH11Y
12376	PCDH12
12377	PCDH15
12378	PCDH17
12379	PCDH18
12380	PCDH19
12381	PCDH20
12382	PCDH7
12383	PCDH8
12384	PCDH9
12385	PCDHA1
12386	PCDHA10
12387	PCDHA11
12388	PCDHA12
12389	PCDHA13
12390	PCDHA2
12391	PCDHA3
12392	PCDHA4
12393	PCDHA5
12394	PCDHA6
12395	PCDHA7
12396	PCDHA8
12397	PCDHA9
12398	PCDHAC1
12399	PCDHAC2
12400	PCDHB1
12401	PCDHB10
12402	PCDHB11
12403	PCDHB12
12404	PCDHB13
12405	PCDHB14
12406	PCDHB15
12407	PCDHB16
12408	PCDHB2
12409	PCDHB3
12410	PCDHB4
12411	PCDHB5
12412	PCDHB6
12413	PCDHB7
12414	PCDHB8
12415	PCDHB9
12416	PCDHGA1
12417	PCDHGA10
12418	PCDHGA11
12419	PCDHGA12
12420	PCDHGA2
12421	PCDHGA3
12422	PCDHGA4
12423	PCDHGA5
12424	PCDHGA6
12425	PCDHGA7
12426	PCDHGA8
12427	PCDHGA9
12428	PCDHGB1
12429	PCDHGB2
12430	PCDHGB3
12431	PCDHGB4
12432	PCDHGB5
12433	PCDHGB6
12434	PCDHGB7
12435	PCDHGC3
12436	PCDHGC4
12437	PCDHGC5
12438	PCED1A
12439	PCED1B
12440	PCF11
12441	PCGF1
12442	PCGF2
12443	PCGF3
12444	PCGF5
12445	PCGF6
12446	PCID2
12447	PCIF1
12448	PCK1
12449	PCK2
12450	PCLO
12451	PCM1
12452	PCMT1
12453	PCMTD1
12454	PCMTD2
12455	PCNA
12456	PCNP
12457	PCNT
12458	PCNX
12459	PCNXL2
12460	PCNXL3
12461	PCNXL4
12462	PCOLCE
12463	PCOLCE2
12464	PCP2
12465	PCP4
12466	PCP4L1
12467	PCSK1
12468	PCSK1N
12469	PCSK2
12470	PCSK4
12471	PCSK5
12472	PCSK6
12473	PCSK7
12474	PCSK9
12475	PCTP
12476	PCYOX1
12477	PCYOX1L
12478	PCYT1A
12479	PCYT1B
12480	PCYT2
12481	PDAP1
12482	PDC
12483	PDCD1
12484	PDCD10
12485	PDCD11
12486	PDCD1LG2
12487	PDCD2
12488	PDCD2L
12489	PDCD4
12490	PDCD5
12491	PDCD6
12492	PDCD6IP
12493	PDCD7
12494	PDCL
12495	PDCL2
12496	PDCL3
12497	PDDC1
12498	PDE10A
12499	PDE11A
12500	PDE12
12501	PDE1A
12502	PDE1B
12503	PDE1C
12504	PDE2A
12505	PDE3A
12506	PDE3B
12507	PDE4A
12508	PDE4B
12509	PDE4C
12510	PDE4D
12511	PDE4DIP
12512	PDE5A
12513	PDE6A
12514	PDE6B
12515	PDE6C
12516	PDE6D
12517	PDE6G
12518	PDE6H
12519	PDE7A
12520	PDE7B
12521	PDE8A
12522	PDE8B
12523	PDE9A
12524	PDF
12525	PDGFA
12526	PDGFB
12527	PDGFC
12528	PDGFD
12529	PDGFRA
12530	PDGFRB
12531	PDGFRL
12532	PDHA1
12533	PDHA2
12534	PDHB
12535	PDHX
12536	PDIA2
12537	PDIA3
12538	PDIA4
12539	PDIA5
12540	PDIA6
12541	PDIK1L
12542	PDILT
12543	PDK1
12544	PDK2
12545	PDK3
12546	PDK4
12547	PDLIM1
12548	PDLIM2
12549	PDLIM3
12550	PDLIM4
12551	PDLIM5
12552	PDLIM7
12553	PDP1
12554	PDP2
12555	PDPK1
12556	PDPN
12557	PDPR
12558	PDRG1
12559	PDS5A
12560	PDS5B
12561	PDSS1
12562	PDSS2
12563	PDX1
12564	PDXDC1
12565	PDXK
12566	PDXP
12567	PDYN
12568	PDZD11
12569	PDZD2
12570	PDZD3
12571	PDZD4
12572	PDZD7
12573	PDZD8
12574	PDZD9
12575	PDZK1
12576	PDZK1IP1
12577	PDZRN3
12578	PDZRN4
12579	PEA15
12580	PEAK1
12581	PEAR1
12582	PEBP1
12583	PEBP4
12584	PECAM1
12585	PECR
12586	PEF1
12587	PEG10
12588	PEG3
12589	PELI1
12590	PELI2
12591	PELI3
12592	PELO
12593	PELP1
12594	PEMT
12595	PENK
12596	PEPD
12597	PER1
12598	PER2
12599	PER3
12600	PERM1
12601	PERP
12602	PES1
12603	PET100
12604	PET117
12605	PEX1
12606	PEX10
12607	PEX11A
12608	PEX11B
12609	PEX11G
12610	PEX12
12611	PEX13
12612	PEX14
12613	PEX16
12614	PEX19
12615	PEX2
12616	PEX26
12617	PEX3
12618	PEX5
12619	PEX5L
12620	PEX6
12621	PEX7
12622	PF4
12623	PF4V1
12624	PFAS
12625	PFDN1
12626	PFDN2
12627	PFDN4
12628	PFDN5
12629	PFDN6
12630	PFKFB1
12631	PFKFB2
12632	PFKFB3
12633	PFKFB4
12634	PFKL
12635	PFKM
12636	PFKP
12637	PFN1
12638	PFN2
12639	PFN3
12640	PFN4
12641	PGA3
12642	PGA4
12643	PGA5
12644	PGAM1
12645	PGAM2
12646	PGAM4
12647	PGAM5
12648	PGAP1
12649	PGAP2
12650	PGAP3
12651	PGBD1
12652	PGBD2
12653	PGBD3
12654	PGBD4
12655	PGBD5
12656	PGC
12657	PGD
12658	PGF
12659	PGGT1B
12660	PGK1
12661	PGK2
12662	PGLS
12663	PGLYRP1
12664	PGLYRP2
12665	PGLYRP3
12666	PGLYRP4
12667	PGM1
12668	PGM2
12669	PGM2L1
12670	PGM3
12671	PGM5
12672	PGP
12673	PGPEP1
12674	PGPEP1L
12675	PGR
12676	PGRMC1
12677	PGRMC2
12678	PGS1
12679	PHACTR1
12680	PHACTR2
12681	PHACTR3
12682	PHACTR4
12683	PHAX
12684	PHB
12685	PHB2
12686	PHC1
12687	PHC2
12688	PHC3
12689	PHEX
12690	PHF1
12691	PHF10
12692	PHF11
12693	PHF12
12694	PHF13
12695	PHF14
12696	PHF19
12697	PHF2
12698	PHF20
12699	PHF20L1
12700	PHF21A
12701	PHF21B
12702	PHF23
12703	PHF24
12704	PHF3
12705	PHF5A
12706	PHF6
12707	PHF7
12708	PHF8
12709	PHGDH
12710	PHGR1
12711	PHIP
12712	PHKA1
12713	PHKA2
12714	PHKB
12715	PHKG1
12716	PHKG2
12717	PHLDA1
12718	PHLDA2
12719	PHLDA3
12720	PHLDB1
12721	PHLDB2
12722	PHLDB3
12723	PHLPP1
12724	PHLPP2
12725	PHOSPHO1
12726	PHOSPHO2
12727	PHOX2A
12728	PHOX2B
12729	PHPT1
12730	PHRF1
12731	PHTF1
12732	PHTF2
12733	PHYH
12734	PHYHD1
12735	PHYHIP
12736	PHYHIPL
12737	PHYKPL
12738	PI15
12739	PI16
12740	PI3
12741	PI4K2A
12742	PI4K2B
12743	PI4KA
12744	PI4KB
12745	PIANP
12746	PIAS1
12747	PIAS2
12748	PIAS3
12749	PIAS4
12750	PIBF1
12751	PICALM
12752	PICK1
12753	PID1
12754	PIDD1
12755	PIEZO1
12756	PIEZO2
12757	PIF1
12758	PIFO
12759	PIGA
12760	PIGB
12761	PIGBOS1
12762	PIGC
12763	PIGF
12764	PIGG
12765	PIGH
12766	PIGK
12767	PIGL
12768	PIGM
12769	PIGN
12770	PIGO
12771	PIGP
12772	PIGQ
12773	PIGR
12774	PIGS
12775	PIGT
12776	PIGU
12777	PIGV
12778	PIGW
12779	PIGX
12780	PIGY
12781	PIGZ
12782	PIH1D1
12783	PIH1D2
12784	PIH1D3
12785	PIK3AP1
12786	PIK3C2A
12787	PIK3C2B
12788	PIK3C2G
12789	PIK3C3
12790	PIK3CA
12791	PIK3CB
12792	PIK3CD
12793	PIK3CG
12794	PIK3IP1
12795	PIK3R1
12796	PIK3R2
12797	PIK3R3
12798	PIK3R4
12799	PIK3R5
12800	PIK3R6
12801	PIKFYVE
12802	PILRA
12803	PILRB
12804	PIM1
12805	PIM2
12806	PIM3
12807	PIN1
12808	PIN4
12809	PINK1
12810	PINLYP
12811	PINX1
12812	PIP
12813	PIP4K2A
12814	PIP4K2B
12815	PIP4K2C
12816	PIP5K1A
12817	PIP5K1B
12818	PIP5K1C
12819	PIP5KL1
12820	PIPOX
12821	PIR
12822	PIRT
12823	PISD
12824	PITHD1
12825	PITPNA
12826	PITPNB
12827	PITPNC1
12828	PITPNM1
12829	PITPNM2
12830	PITPNM3
12831	PITRM1
12832	PITX1
12833	PITX2
12834	PITX3
12835	PIWIL1
12836	PIWIL2
12837	PIWIL3
12838	PIWIL4
12839	PJA1
12840	PJA2
12841	PKD1
12842	PKD1L1
12843	PKD1L2
12844	PKD1L3
12845	PKD2
12846	PKD2L1
12847	PKD2L2
12848	PKDCC
12849	PKDREJ
12850	PKHD1
12851	PKHD1L1
12852	PKIA
12853	PKIB
12854	PKIG
12855	PKLR
12856	PKM
12857	PKMYT1
12858	PKN1
12859	PKN2
12860	PKN3
12861	PKNOX1
12862	PKNOX2
12863	PKP1
12864	PKP2
12865	PKP3
12866	PKP4
12867	PLA1A
12868	PLA2G10
12869	PLA2G12A
12870	PLA2G12B
12871	PLA2G15
12872	PLA2G16
12873	PLA2G1B
12874	PLA2G2A
12875	PLA2G2C
12876	PLA2G2D
12877	PLA2G2E
12878	PLA2G2F
12879	PLA2G3
12880	PLA2G4A
12881	PLA2G4B
12882	PLA2G4C
12883	PLA2G4D
12884	PLA2G4E
12885	PLA2G4F
12886	PLA2G5
12887	PLA2G6
12888	PLA2G7
12889	PLA2R1
12890	PLAA
12891	PLAC1
12892	PLAC8
12893	PLAC8L1
12894	PLAC9
12895	PLAG1
12896	PLAGL1
12897	PLAGL2
12898	PLAT
12899	PLAU
12900	PLAUR
12901	PLB1
12902	PLBD1
12903	PLBD2
12904	PLCB1
12905	PLCB2
12906	PLCB3
12907	PLCB4
12908	PLCD1
12909	PLCD3
12910	PLCD4
12911	PLCE1
12912	PLCG1
12913	PLCG2
12914	PLCH1
12915	PLCH2
12916	PLCL1
12917	PLCL2
12918	PLCXD1
12919	PLCXD2
12920	PLCXD3
12921	PLCZ1
12922	PLD1
12923	PLD2
12924	PLD3
12925	PLD4
12926	PLD5
12927	PLD6
12928	PLEC
12929	PLEK
12930	PLEK2
12931	PLEKHA1
12932	PLEKHA2
12933	PLEKHA3
12934	PLEKHA4
12935	PLEKHA5
12936	PLEKHA6
12937	PLEKHA7
12938	PLEKHA8
12939	PLEKHB1
12940	PLEKHB2
12941	PLEKHD1
12942	PLEKHF1
12943	PLEKHF2
12944	PLEKHG1
12945	PLEKHG2
12946	PLEKHG3
12947	PLEKHG4
12948	PLEKHG4B
12949	PLEKHG5
12950	PLEKHG6
12951	PLEKHG7
12952	PLEKHH1
12953	PLEKHH2
12954	PLEKHH3
12955	PLEKHJ1
12956	PLEKHM1
12957	PLEKHM2
12958	PLEKHM3
12959	PLEKHN1
12960	PLEKHO1
12961	PLEKHO2
12962	PLEKHS1
12963	PLET1
12964	PLG
12965	PLGLB1
12966	PLGLB2
12967	PLGRKT
12968	PLIN1
12969	PLIN2
12970	PLIN3
12971	PLIN4
12972	PLIN5
12973	PLK1
12974	PLK2
12975	PLK3
12976	PLK4
12977	PLK5
12978	PLLP
12979	PLN
12980	PLOD1
12981	PLOD2
12982	PLOD3
12983	PLP1
12984	PLP2
12985	PLRG1
12986	PLS1
12987	PLS3
12988	PLSCR1
12989	PLSCR2
12990	PLSCR4
12991	PLSCR5
12992	PLTP
12993	PLVAP
12994	PLXDC1
12995	PLXDC2
12996	PLXNA1
12997	PLXNA2
12998	PLXNA3
12999	PLXNA4
13000	PLXNB1
13001	PLXNB2
13002	PLXNB3
13003	PLXNC1
13004	PLXND1
13005	PM20D1
13006	PM20D2
13007	PMAIP1
13008	PMCH
13009	PMEL
13010	PMEPA1
13011	PMF1
13012	PMF1-BGLAP
13013	PMFBP1
13014	PML
13015	PMM1
13016	PMM2
13017	PMP2
13018	PMP22
13019	PMPCA
13020	PMPCB
13021	PMS1
13022	PMS2
13023	PMVK
13024	PNCK
13025	PNISR
13026	PNKD
13027	PNKP
13028	PNLDC1
13029	PNLIP
13030	PNLIPRP1
13031	PNLIPRP2
13032	PNLIPRP3
13033	PNMA1
13034	PNMA2
13035	PNMA3
13036	PNMA5
13037	PNMA6A
13038	PNMAL1
13039	PNMAL2
13040	PNMT
13041	PNN
13042	PNO1
13043	PNOC
13044	PNP
13045	PNPLA1
13046	PNPLA2
13047	PNPLA3
13048	PNPLA4
13049	PNPLA5
13050	PNPLA6
13051	PNPLA7
13052	PNPLA8
13053	PNPO
13054	PNPT1
13055	PNRC1
13056	PNRC2
13057	POC1A
13058	POC1B
13059	POC1B-GALNT4
13060	POC5
13061	PODN
13062	PODNL1
13063	PODXL
13064	PODXL2
13065	POF1B
13066	POFUT1
13067	POFUT2
13068	POGK
13069	POGLUT1
13070	POGZ
13071	POLA1
13072	POLA2
13073	POLB
13074	POLD1
13075	POLD2
13076	POLD3
13077	POLD4
13078	POLDIP2
13079	POLDIP3
13080	POLE
13081	POLE2
13082	POLE3
13083	POLE4
13084	POLG
13085	POLG2
13086	POLH
13087	POLI
13088	POLK
13089	POLL
13090	POLM
13091	POLN
13092	POLQ
13093	POLR1A
13094	POLR1B
13095	POLR1C
13096	POLR1D
13097	POLR1E
13098	POLR2A
13099	POLR2B
13100	POLR2C
13101	POLR2D
13102	POLR2E
13103	POLR2F
13104	POLR2G
13105	POLR2H
13106	POLR2I
13107	POLR2J
13108	POLR2J2
13109	POLR2J3
13110	POLR2K
13111	POLR2L
13112	POLR2M
13113	POLR3A
13114	POLR3B
13115	POLR3C
13116	POLR3D
13117	POLR3E
13118	POLR3F
13119	POLR3G
13120	POLR3GL
13121	POLR3H
13122	POLR3K
13123	POLRMT
13124	POM121
13125	POM121C
13126	POM121L12
13127	POM121L2
13128	POM121L7
13129	POMC
13130	POMGNT1
13131	POMGNT2
13132	POMK
13133	POMP
13134	POMT1
13135	POMT2
13136	POMZP3
13137	PON1
13138	PON2
13139	PON3
13140	POP1
13141	POP4
13142	POP5
13143	POP7
13144	POPDC2
13145	POPDC3
13146	POR
13147	PORCN
13148	POSTN
13149	POT1
13150	POTEB
13151	POTEB2
13152	POTEB3
13153	POTEC
13154	POTED
13155	POTEE
13156	POTEF
13157	POTEG
13158	POTEH
13159	POTEI
13160	POTEJ
13161	POTEM
13162	POU1F1
13163	POU2AF1
13164	POU2F1
13165	POU2F2
13166	POU2F3
13167	POU3F1
13168	POU3F2
13169	POU3F3
13170	POU3F4
13171	POU4F1
13172	POU4F2
13173	POU4F3
13174	POU5F1
13175	POU5F1B
13176	POU5F2
13177	POU6F1
13178	POU6F2
13179	PP2672
13180	PP2D1
13181	PPA1
13182	PPA2
13183	PPAN
13184	PPAN-P2RY11
13185	PPAP2A
13186	PPAP2B
13187	PPAP2C
13188	PPAPDC1A
13189	PPAPDC1B
13190	PPAPDC2
13191	PPAPDC3
13192	PPARA
13193	PPARD
13194	PPARG
13195	PPARGC1A
13196	PPARGC1B
13197	PPAT
13198	PPBP
13199	PPCDC
13200	PPCS
13201	PPDPF
13202	PPEF1
13203	PPEF2
13204	PPFIA1
13205	PPFIA2
13206	PPFIA3
13207	PPFIA4
13208	PPFIBP1
13209	PPFIBP2
13210	PPHLN1
13211	PPIA
13212	PPIAL4A
13213	PPIAL4C
13214	PPIAL4D
13215	PPIAL4E
13216	PPIAL4F
13217	PPIAL4G
13218	PPIB
13219	PPIC
13220	PPID
13221	PPIE
13222	PPIF
13223	PPIG
13224	PPIH
13225	PPIL1
13226	PPIL2
13227	PPIL3
13228	PPIL4
13229	PPIL6
13230	PPIP5K1
13231	PPIP5K2
13232	PPL
13233	PPM1A
13234	PPM1B
13235	PPM1D
13236	PPM1E
13237	PPM1F
13238	PPM1G
13239	PPM1H
13240	PPM1J
13241	PPM1K
13242	PPM1L
13243	PPM1M
13244	PPM1N
13245	PPME1
13246	PPOX
13247	PPP1CA
13248	PPP1CB
13249	PPP1CC
13250	PPP1R10
13251	PPP1R11
13252	PPP1R12A
13253	PPP1R12B
13254	PPP1R12C
13255	PPP1R13B
13256	PPP1R13L
13257	PPP1R14A
13258	PPP1R14B
13259	PPP1R14C
13260	PPP1R14D
13261	PPP1R15A
13262	PPP1R15B
13263	PPP1R16A
13264	PPP1R16B
13265	PPP1R17
13266	PPP1R18
13267	PPP1R1A
13268	PPP1R1B
13269	PPP1R1C
13270	PPP1R2
13271	PPP1R21
13272	PPP1R26
13273	PPP1R27
13274	PPP1R32
13275	PPP1R35
13276	PPP1R36
13277	PPP1R37
13278	PPP1R3A
13279	PPP1R3B
13280	PPP1R3C
13281	PPP1R3D
13282	PPP1R3E
13283	PPP1R3F
13284	PPP1R3G
13285	PPP1R42
13286	PPP1R7
13287	PPP1R8
13288	PPP1R9A
13289	PPP1R9B
13290	PPP2CA
13291	PPP2CB
13292	PPP2R1A
13293	PPP2R1B
13294	PPP2R2A
13295	PPP2R2B
13296	PPP2R2C
13297	PPP2R2D
13298	PPP2R3A
13299	PPP2R3B
13300	PPP2R3C
13301	PPP2R4
13302	PPP2R5A
13303	PPP2R5B
13304	PPP2R5C
13305	PPP2R5D
13306	PPP2R5E
13307	PPP3CA
13308	PPP3CB
13309	PPP3CC
13310	PPP3R1
13311	PPP3R2
13312	PPP4C
13313	PPP4R1
13314	PPP4R2
13315	PPP4R4
13316	PPP5C
13317	PPP5D1
13318	PPP6C
13319	PPP6R1
13320	PPP6R2
13321	PPP6R3
13322	PPRC1
13323	PPT1
13324	PPT2
13325	PPTC7
13326	PPWD1
13327	PPY
13328	PQBP1
13329	PQLC1
13330	PQLC2
13331	PQLC2L
13332	PQLC3
13333	PRAC1
13334	PRAC2
13335	PRADC1
13336	PRAF2
13337	PRAM1
13338	PRAME
13339	PRAMEF1
13340	PRAMEF10
13341	PRAMEF11
13342	PRAMEF12
13343	PRAMEF14
13344	PRAMEF15
13345	PRAMEF17
13346	PRAMEF18
13347	PRAMEF19
13348	PRAMEF2
13349	PRAMEF20
13350	PRAMEF25
13351	PRAMEF26
13352	PRAMEF4
13353	PRAMEF5
13354	PRAMEF6
13355	PRAMEF7
13356	PRAMEF8
13357	PRAP1
13358	PRB1
13359	PRB2
13360	PRB3
13361	PRB4
13362	PRC1
13363	PRCC
13364	PRCD
13365	PRCP
13366	PRDM1
13367	PRDM10
13368	PRDM11
13369	PRDM12
13370	PRDM13
13371	PRDM14
13372	PRDM15
13373	PRDM16
13374	PRDM2
13375	PRDM4
13376	PRDM5
13377	PRDM6
13378	PRDM7
13379	PRDM8
13380	PRDM9
13381	PRDX1
13382	PRDX2
13383	PRDX3
13384	PRDX4
13385	PRDX5
13386	PRDX6
13387	PREB
13388	PRELID1
13389	PRELID2
13390	PRELP
13391	PREP
13392	PREPL
13393	PREX1
13394	PREX2
13395	PRF1
13396	PRG2
13397	PRG3
13398	PRG4
13399	PRH1
13400	PRH2
13401	PRICKLE1
13402	PRICKLE2
13403	PRICKLE3
13404	PRICKLE4
13405	PRIM1
13406	PRIM2
13407	PRIMA1
13408	PRIMPOL
13409	PRKAA1
13410	PRKAA2
13411	PRKAB1
13412	PRKAB2
13413	PRKACA
13414	PRKACB
13415	PRKACG
13416	PRKAG1
13417	PRKAG2
13418	PRKAG3
13419	PRKAR1A
13420	PRKAR1B
13421	PRKAR2A
13422	PRKAR2B
13423	PRKCA
13424	PRKCB
13425	PRKCD
13426	PRKCDBP
13427	PRKCE
13428	PRKCG
13429	PRKCH
13430	PRKCI
13431	PRKCQ
13432	PRKCSH
13433	PRKCZ
13434	PRKD1
13435	PRKD2
13436	PRKD3
13437	PRKDC
13438	PRKG1
13439	PRKG2
13440	PRKRA
13441	PRKRIP1
13442	PRKRIR
13443	PRKX
13444	PRL
13445	PRLH
13446	PRLHR
13447	PRLR
13448	PRM1
13449	PRM2
13450	PRM3
13451	PRMT1
13452	PRMT2
13453	PRMT3
13454	PRMT5
13455	PRMT6
13456	PRMT7
13457	PRMT8
13458	PRMT9
13459	PRND
13460	PRNP
13461	PRNT
13462	PROB1
13463	PROC
13464	PROCA1
13465	PROCR
13466	PRODH
13467	PRODH2
13468	PROK1
13469	PROK2
13470	PROKR1
13471	PROKR2
13472	PROL1
13473	PROM1
13474	PROM2
13475	PROP1
13476	PRORY
13477	PROS1
13478	PROSC
13479	PROSER1
13480	PROSER2
13481	PROSER3
13482	PROX1
13483	PROX2
13484	PROZ
13485	PRPF18
13486	PRPF19
13487	PRPF3
13488	PRPF31
13489	PRPF38A
13490	PRPF38B
13491	PRPF39
13492	PRPF4
13493	PRPF40A
13494	PRPF40B
13495	PRPF4B
13496	PRPF6
13497	PRPF8
13498	PRPH
13499	PRPH2
13500	PRPS1
13501	PRPS1L1
13502	PRPS2
13503	PRPSAP1
13504	PRPSAP2
13505	PRR11
13506	PRR12
13507	PRR13
13508	PRR14
13509	PRR14L
13510	PRR15
13511	PRR15L
13512	PRR16
13513	PRR18
13514	PRR19
13515	PRR20A
13516	PRR20B
13517	PRR20C
13518	PRR20D
13519	PRR20E
13520	PRR21
13521	PRR22
13522	PRR23A
13523	PRR23B
13524	PRR23C
13525	PRR23D1
13526	PRR23D2
13527	PRR25
13528	PRR26
13529	PRR27
13530	PRR29
13531	PRR3
13532	PRR30
13533	PRR32
13534	PRR33
13535	PRR34
13536	PRR35
13537	PRR36
13538	PRR4
13539	PRR5
13540	PRR5-ARHGAP8
13541	PRR5L
13542	PRR7
13543	PRR9
13544	PRRC1
13545	PRRC2A
13546	PRRC2B
13547	PRRC2C
13548	PRRG1
13549	PRRG2
13550	PRRG3
13551	PRRG4
13552	PRRT1
13553	PRRT2
13554	PRRT3
13555	PRRT4
13556	PRRX1
13557	PRRX2
13558	PRSS1
13559	PRSS12
13560	PRSS16
13561	PRSS2
13562	PRSS21
13563	PRSS22
13564	PRSS23
13565	PRSS27
13566	PRSS3
13567	PRSS33
13568	PRSS35
13569	PRSS36
13570	PRSS37
13571	PRSS38
13572	PRSS42
13573	PRSS45
13574	PRSS46
13575	PRSS48
13576	PRSS50
13577	PRSS53
13578	PRSS54
13579	PRSS55
13580	PRSS56
13581	PRSS57
13582	PRSS58
13583	PRSS8
13584	PRTFDC1
13585	PRTG
13586	PRTN3
13587	PRUNE
13588	PRUNE2
13589	PRX
13590	PRY
13591	PRY2
13592	PSAP
13593	PSAPL1
13594	PSAT1
13595	PSCA
13596	PSD
13597	PSD2
13598	PSD3
13599	PSD4
13600	PSEN1
13601	PSEN2
13602	PSENEN
13603	PSG1
13604	PSG11
13605	PSG2
13606	PSG3
