	ENSEMBL_ID
50541	ENST00000553606.5
50542	ENST00000554179.5
50543	ENST00000555895.5
50544	ENST00000361611.10
50545	ENST00000493471.2
50546	ENST00000460922.2
50547	ENST00000425762.2
50548	ENST00000408907.3
50549	ENST00000487137.6
50550	ENST00000397359.7
50551	ENST00000610348.1
50552	ENST00000554034.5
50553	ENST00000267383.5
50554	ENST00000557515.5
50555	ENST00000338631.10
50556	ENST00000357481.6
50557	ENST00000605057.5
50558	ENST00000262710.5
50559	ENST00000457657.5
50560	ENST00000397341.7
50561	ENST00000555053.5
50562	ENST00000555566.1
50563	ENST00000319074.5
50564	ENST00000554203.1
50565	ENST00000206513.5
50566	ENST00000316902.11
50567	ENST00000422941.6
50568	ENST00000469263.5
50569	ENST00000617478.4
50570	ENST00000453702.5
50571	ENST00000529705.6
50572	ENST00000621729.4
50573	ENST00000618208.1
50574	ENST00000524758.1
50575	ENST00000525062.1
50576	ENST00000399910.5
50577	ENST00000492621.5
50578	ENST00000430154.6
50579	ENST00000399905.5
50580	ENST00000470456.1
50581	ENST00000357460.6
50582	ENST00000561013.2
50583	ENST00000606731.2
50584	ENST00000452015.8
50585	ENST00000558058.5
50586	ENST00000559314.5
50587	ENST00000560913.1
50588	ENST00000559942.5
50589	ENST00000561437.1
50590	ENST00000553824.5
50591	ENST00000250405.9
50592	ENST00000557236.5
50593	ENST00000557579.1
50594	ENST00000554635.1
50595	ENST00000556599.1
50596	ENST00000553781.5
50597	ENST00000557008.2
50598	ENST00000216727.8
50599	ENST00000397276.6
50600	ENST00000556821.5
50601	ENST00000557702.5
50602	ENST00000555295.1
50603	ENST00000354772.7
50604	ENST00000397260.7
50605	ENST00000397267.5
50606	ENST00000206544.8
50607	ENST00000216733.7
50608	ENST00000429593.6
50609	ENST00000351354.3
50610	ENST00000397242.2
50611	ENST00000329715.2
50612	ENST00000359320.7
50613	ENST00000339180.8
50614	ENST00000342473.8
50615	ENST00000397227.7
50616	ENST00000555731.5
50617	ENST00000382809.2
50618	ENST00000405093.7
50619	ENST00000356287.3
50620	ENST00000355349.3
50621	ENST00000408901.7
50622	ENST00000397154.7
50623	ENST00000555128.5
50624	ENST00000556483.5
50625	ENST00000556699.1
50626	ENST00000419474.4
50627	ENST00000615307.1
50628	ENST00000412565.2
50629	ENST00000555334.1
50630	ENST00000404535.3
50631	ENST00000288014.6
50632	ENST00000557630.1
50633	ENST00000556015.5
50634	ENST00000554970.1
50635	ENST00000554789.1
50636	ENST00000556545.1
50637	ENST00000308724.9
50638	ENST00000397120.7
50639	ENST00000554477.1
50640	ENST00000557189.5
50641	ENST00000556843.1
50642	ENST00000622501.4
50643	ENST00000356300.8
50644	ENST00000397118.7
50645	ENST00000544177.1
50646	ENST00000432832.6
50647	ENST00000250383.10
50648	ENST00000344777.11
50649	ENST00000611765.4
50650	ENST00000557535.5
50651	ENST00000553600.1
50652	ENST00000313250.9
50653	ENST00000558263.5
50654	ENST00000543741.6
50655	ENST00000397075.7
50656	ENST00000397074.7
50657	ENST00000559632.5
50658	ENST00000558581.5
50659	ENST00000559975.1
50660	ENST00000534993.5
50661	ENST00000543805.5
50662	ENST00000621761.4
50663	ENST00000397071.5
50664	ENST00000559411.5
50665	ENST00000335125.10
50666	ENST00000558753.5
50667	ENST00000537912.5
50668	ENST00000382755.8
50669	ENST00000559387.5
50670	ENST00000560276.1
50671	ENST00000342740.5
50672	ENST00000537691.5
50673	ENST00000397016.6
50674	ENST00000560356.5
50675	ENST00000558450.5
50676	ENST00000559778.5
50677	ENST00000560761.5
50678	ENST00000557889.1
50679	ENST00000558541.5
50680	ENST00000558859.5
50681	ENST00000559197.5
50682	ENST00000560828.5
50683	ENST00000560884.5
50684	ENST00000559207.1
50685	ENST00000397002.6
50686	ENST00000561028.5
50687	ENST00000396997.1
50688	ENST00000560550.1
50689	ENST00000396995.1
50690	ENST00000558280.1
50691	ENST00000559250.5
50692	ENST00000216780.8
50693	ENST00000560736.5
50694	ENST00000396973.8
50695	ENST00000559837.5
50696	ENST00000545054.6
50697	ENST00000561286.5
50698	ENST00000558096.5
50699	ENST00000559171.1
50700	ENST00000559017.5
50701	ENST00000559115.5
50702	ENST00000558215.5
50703	ENST00000557810.5
50704	ENST00000561375.5
50705	ENST00000446197.7
50706	ENST00000559796.5
50707	ENST00000560713.5
50708	ENST00000560901.5
50709	ENST00000559382.5
50710	ENST00000561001.5
50711	ENST00000559396.5
50712	ENST00000558638.5
50713	ENST00000561041.5
50714	ENST00000559288.5
50715	ENST00000558408.1
50716	ENST00000559354.5
50717	ENST00000560459.5
50718	ENST00000559593.5
50719	ENST00000396941.8
50720	ENST00000396936.5
50721	ENST00000559144.1
50722	ENST00000558325.2
50723	ENST00000267426.5
50724	ENST00000559294.1
50725	ENST00000206451.10
50726	ENST00000559123.5
50727	ENST00000382708.7
50728	ENST00000561435.5
50729	ENST00000560403.5
50730	ENST00000419198.6
50731	ENST00000216799.8
50732	ENST00000560410.5
50733	ENST00000615264.4
50734	ENST00000216802.9
50735	ENST00000559056.5
50736	ENST00000630027.1
50737	ENST00000560875.1
50738	ENST00000559308.5
50739	ENST00000559533.5
50740	ENST00000557991.5
50741	ENST00000560071.5
50742	ENST00000559275.5
50743	ENST00000324103.10
50744	ENST00000559260.5
50745	ENST00000560787.5
50746	ENST00000560754.1
50747	ENST00000559719.1
50748	ENST00000396864.7
50749	ENST00000557894.5
50750	ENST00000559284.5
50751	ENST00000560275.5
50752	ENST00000324076.4
50753	ENST00000620473.4
50754	ENST00000557806.5
50755	ENST00000611366.4
50756	ENST00000560501.1
50757	ENST00000354464.10
50758	ENST00000561462.5
50759	ENST00000558233.1
50760	ENST00000625289.1
50761	ENST00000261789.8
50762	ENST00000528669.5
50763	ENST00000524835.5
50764	ENST00000532632.1
50765	ENST00000396854.8
50766	ENST00000528895.5
50767	ENST00000530563.1
50768	ENST00000530468.5
50769	ENST00000525592.1
50770	ENST00000528010.1
50771	ENST00000530611.1
50772	ENST00000339917.9
50773	ENST00000556621.5
50774	ENST00000287913.10
50775	ENST00000428351.2
50776	ENST00000555092.1
50777	ENST00000553766.1
50778	ENST00000556387.5
50779	ENST00000347519.10
50780	ENST00000530996.5
50781	ENST00000609024.5
50782	ENST00000533011.5
50783	ENST00000288087.11
50784	ENST00000396833.2
50785	ENST00000534348.5
50786	ENST00000250495.9
50787	ENST00000524927.1
50788	ENST00000620807.4
50789	ENST00000355299.8
50790	ENST00000559836.5
50791	ENST00000560139.5
50792	ENST00000559910.5
50793	ENST00000348719.11
50794	ENST00000561035.5
50795	ENST00000559409.5
50796	ENST00000558865.5
50797	ENST00000558279.5
50798	ENST00000399440.6
50799	ENST00000420554.6
50800	ENST00000557854.5
50801	ENST00000559104.5
50802	ENST00000456667.7
50803	ENST00000558483.5
50804	ENST00000559943.1
50805	ENST00000558748.1
50806	ENST00000559479.1
50807	ENST00000558932.1
50808	ENST00000558788.1
50809	ENST00000560019.5
50810	ENST00000399423.8
50811	ENST00000267415.11
50812	ENST00000626689.2
50813	ENST00000559969.5
50814	ENST00000558566.1
50815	ENST00000559019.1
50816	ENST00000558476.5
50817	ENST00000557921.1
50818	ENST00000206765.10
50819	ENST00000544573.5
50820	ENST00000559669.1
50821	ENST00000559136.1
50822	ENST00000558074.1
50823	ENST00000560443.1
50824	ENST00000560478.1
50825	ENST00000560226.1
50826	ENST00000561067.1
50827	ENST00000560521.5
50828	ENST00000399409.7
50829	ENST00000216840.10
50830	ENST00000560777.5
50831	ENST00000288111.11
50832	ENST00000396813.5
50833	ENST00000267425.7
50834	ENST00000396802.7
50835	ENST00000557362.1
50836	ENST00000554411.5
50837	ENST00000336557.9
50838	ENST00000258807.5
50839	ENST00000556756.1
50840	ENST00000527924.6
50841	ENST00000528054.1
50842	ENST00000533293.1
50843	ENST00000543919.1
50844	ENST00000530080.1
50845	ENST00000553481.1
50846	ENST00000345363.7
50847	ENST00000396789.4
50848	ENST00000556141.1
50849	ENST00000396782.2
50850	ENST00000310677.8
50851	ENST00000554068.6
50852	ENST00000418030.6
50853	ENST00000556932.1
50854	ENST00000559167.5
50855	ENST00000561138.1
50856	ENST00000555591.1
50857	ENST00000216274.9
50858	ENST00000554569.1
50859	ENST00000413692.6
50860	ENST00000554591.5
50861	ENST00000555590.5
50862	ENST00000554966.5
50863	ENST00000424781.6
50864	ENST00000539237.6
50865	ENST00000556279.5
50866	ENST00000553469.5
50867	ENST00000554050.5
50868	ENST00000554903.1
50869	ENST00000554779.1
50870	ENST00000250373.8
50871	ENST00000553708.5
50872	ENST00000557674.1
50873	ENST00000553879.5
50874	ENST00000554344.5
50875	ENST00000554661.5
50876	ENST00000556169.5
50877	ENST00000557451.5
50878	ENST00000422617.7
50879	ENST00000555453.5
50880	ENST00000554473.5
50881	ENST00000556759.5
50882	ENST00000555167.1
50883	ENST00000557767.5
50884	ENST00000555393.5
50885	ENST00000555802.1
50886	ENST00000382554.3
50887	ENST00000267406.10
50888	ENST00000555436.1
50889	ENST00000251343.9
50890	ENST00000556842.5
50891	ENST00000553935.5
50892	ENST00000556510.1
50893	ENST00000554268.1
50894	ENST00000399395.7
50895	ENST00000399390.5
50896	ENST00000553930.5
50897	ENST00000538105.6
50898	ENST00000554698.5
50899	ENST00000555365.5
50900	ENST00000553343.5
50901	ENST00000556249.1
50902	ENST00000555225.5
50903	ENST00000555355.5
50904	ENST00000556523.1
50905	ENST00000250378.7
50906	ENST00000206446.4
50907	ENST00000216336.2
50908	ENST00000216338.8
50909	ENST00000557220.6
50910	ENST00000382548.4
50911	ENST00000415355.7
50912	ENST00000216341.8
50913	ENST00000616551.1
50914	ENST00000382540.5
50915	ENST00000382542.5
50916	ENST00000526004.1
50917	ENST00000396700.5
50918	ENST00000323944.9
50919	ENST00000419632.6
50920	ENST00000546511.5
50921	ENST00000550887.5
50922	ENST00000548369.1
50923	ENST00000626267.1
50924	ENST00000465357.6
50925	ENST00000539517.6
50926	ENST00000449198.6
50927	ENST00000347476.10
50928	ENST00000549146.5
50929	ENST00000549571.5
50930	ENST00000344429.9
50931	ENST00000547619.5
50932	ENST00000574031.1
50933	ENST00000313071.6
50934	ENST00000616995.4
50935	ENST00000331968.9
50936	ENST00000415220.6
50937	ENST00000546371.1
50938	ENST00000549503.1
50939	ENST00000206595.10
50940	ENST00000550944.5
50941	ENST00000438909.6
50942	ENST00000553504.5
50943	ENST00000554714.5
50944	ENST00000547532.5
50945	ENST00000555429.1
50946	ENST00000552515.5
50947	ENST00000458591.6
50948	ENST00000544052.6
50949	ENST00000557076.5
50950	ENST00000553693.5
50951	ENST00000396629.6
50952	ENST00000469043.1
50953	ENST00000216361.8
50954	ENST00000396618.7
50955	ENST00000475087.5
50956	ENST00000556908.5
50957	ENST00000555881.5
50958	ENST00000460581.6
50959	ENST00000468826.2
50960	ENST00000355683.9
50961	ENST00000357479.9
50962	ENST00000554991.5
50963	ENST00000556577.1
50964	ENST00000555152.1
50965	ENST00000557346.5
50966	ENST00000622409.4
50967	ENST00000542754.6
50968	ENST00000313566.10
50969	ENST00000556232.5
50970	ENST00000216366.8
50971	ENST00000334725.8
50972	ENST00000554609.5
50973	ENST00000554345.5
50974	ENST00000555417.5
50975	ENST00000616371.4
50976	ENST00000556480.1
50977	ENST00000554882.5
50978	ENST00000611816.4
50979	ENST00000399332.5
50980	ENST00000553700.5
50981	ENST00000553957.5
50982	ENST00000557369.1
50983	ENST00000556224.5
50984	ENST00000554471.2
50985	ENST00000543095.6
50986	ENST00000538864.6
50987	ENST00000550366.5
50988	ENST00000550819.1
50989	ENST00000549719.1
50990	ENST00000382464.6
50991	ENST00000549184.1
50992	ENST00000547378.1
50993	ENST00000310850.8
50994	ENST00000356180.4
50995	ENST00000399285.3
50996	ENST00000550005.1
50997	ENST00000550649.5
50998	ENST00000281081.11
50999	ENST00000551314.1
51000	ENST00000555814.1
51001	ENST00000556611.5
51002	ENST00000539826.6
51003	ENST00000396582.6
51004	ENST00000432921.5
51005	ENST00000345122.7
51006	ENST00000433497.5
51007	ENST00000556191.5
51008	ENST00000554090.1
51009	ENST00000280979.8
51010	ENST00000557354.5
51011	ENST00000557102.1
51012	ENST00000557272.1
51013	ENST00000553547.5
51014	ENST00000554410.5
51015	ENST00000556638.1
51016	ENST00000554740.1
51017	ENST00000551634.5
51018	ENST00000551492.5
51019	ENST00000346562.6
51020	ENST00000548645.5
51021	ENST00000356141.8
51022	ENST00000357798.9
51023	ENST00000547068.5
51024	ENST00000551008.5
51025	ENST00000546849.1
51026	ENST00000552874.1
51027	ENST00000250457.7
51028	ENST00000553215.5
51029	ENST00000487915.6
51030	ENST00000547327.2
51031	ENST00000298130.4
51032	ENST00000250454.7
51033	ENST00000618169.4
51034	ENST00000554792.1
51035	ENST00000396526.7
51036	ENST00000362031.8
51037	ENST00000557265.5
51038	ENST00000555648.1
51039	ENST00000298159.10
51040	ENST00000341223.7
51041	ENST00000555765.5
51042	ENST00000556161.1
51043	ENST00000358716.8
51044	ENST00000382422.6
51045	ENST00000360310.5
51046	ENST00000556314.2
51047	ENST00000556994.5
51048	ENST00000554803.5
51049	ENST00000555746.5
51050	ENST00000546080.5
51051	ENST00000216774.10
51052	ENST00000555557.5
51053	ENST00000630962.1
51054	ENST00000396472.5
51055	ENST00000555211.5
51056	ENST00000382406.7
51057	ENST00000280987.8
51058	ENST00000554052.2
51059	ENST00000554794.1
51060	ENST00000261475.9
51061	ENST00000555219.1
51062	ENST00000555614.5
51063	ENST00000554361.5
51064	ENST00000555644.5
51065	ENST00000557278.1
51066	ENST00000603611.5
51067	ENST00000604073.1
51068	ENST00000604948.5
51069	ENST00000321130.14
51070	ENST00000605201.1
51071	ENST00000250377.11
51072	ENST00000534898.8
51073	ENST00000603544.5
51074	ENST00000605870.5
51075	ENST00000557404.3
51076	ENST00000540871.5
51077	ENST00000628955.1
51078	ENST00000627895.2
51079	ENST00000622405.4
51080	ENST00000261479.8
51081	ENST00000553809.5
51082	ENST00000555764.5
51083	ENST00000556506.1
51084	ENST00000556221.1
51085	ENST00000216797.9
51086	ENST00000557140.5
51087	ENST00000557389.1
51088	ENST00000553342.1
51089	ENST00000307169.3
51090	ENST00000554573.5
51091	ENST00000389698.7
51092	ENST00000307138.10
51093	ENST00000554259.5
51094	ENST00000382366.7
51095	ENST00000553892.2
51096	ENST00000216807.11
51097	ENST00000551774.1
51098	ENST00000416007.8
51099	ENST00000621657.4
51100	ENST00000318473.11
51101	ENST00000359527.11
51102	ENST00000605579.5
51103	ENST00000604336.5
51104	ENST00000603139.1
51105	ENST00000604160.1
51106	ENST00000518529.6
51107	ENST00000498187.6
51108	ENST00000354822.6
51109	ENST00000518149.5
51110	ENST00000522719.2
51111	ENST00000546983.1
51112	ENST00000258829.5
51113	ENST00000402703.6
51114	ENST00000361487.6
51115	ENST00000554201.1
51116	ENST00000622765.4
51117	ENST00000555449.5
51118	ENST00000331299.5
51119	ENST00000556615.5
51120	ENST00000396294.6
51121	ENST00000327441.11
51122	ENST00000539062.6
51123	ENST00000556451.5
51124	ENST00000556753.5
51125	ENST00000545536.5
51126	ENST00000537471.5
51127	ENST00000250448.2
51128	ENST00000556845.1
51129	ENST00000553443.5
51130	ENST00000476979.5
51131	ENST00000267368.11
51132	ENST00000382320.4
51133	ENST00000267377.2
51134	ENST00000342213.2
51135	ENST00000537403.5
51136	ENST00000307712.10
51137	ENST00000545328.6
51138	ENST00000555017.5
51139	ENST00000556092.5
51140	ENST00000548032.6
51141	ENST00000555425.5
51142	ENST00000557280.5
51143	ENST00000553970.1
51144	ENST00000625395.1
51145	ENST00000557437.1
51146	ENST00000308317.10
51147	ENST00000396249.6
51148	ENST00000250379.12
51149	ENST00000534684.6
51150	ENST00000527381.1
51151	ENST00000524781.1
51152	ENST00000330149.9
51153	ENST00000347691.9
51154	ENST00000554018.1
51155	ENST00000553331.5
51156	ENST00000216832.8
51157	ENST00000556530.1
51158	ENST00000557148.5
51159	ENST00000280082.3
51160	ENST00000553728.1
51161	ENST00000554392.5
51162	ENST00000555716.5
51163	ENST00000341749.7
51164	ENST00000557038.5
51165	ENST00000396165.8
51166	ENST00000396158.6
51167	ENST00000280083.7
51168	ENST00000341502.9
51169	ENST00000556148.5
51170	ENST00000348007.7
51171	ENST00000553352.1
51172	ENST00000298097.7
51173	ENST00000554190.1
51174	ENST00000554932.1
51175	ENST00000298119.8
51176	ENST00000554120.5
51177	ENST00000554171.1
51178	ENST00000340446.4
51179	ENST00000325192.7
51180	ENST00000557112.1
51181	ENST00000396128.8
51182	ENST00000355081.3
51183	ENST00000579157.1
51184	ENST00000556500.1
51185	ENST00000556239.5
51186	ENST00000557468.1
51187	ENST00000361577.7
51188	ENST00000361462.6
51189	ENST00000555874.5
51190	ENST00000557250.1
51191	ENST00000556823.1
51192	ENST00000355765.10
51193	ENST00000553605.1
51194	ENST00000396062.3
51195	ENST00000216330.7
51196	ENST00000556036.5
51197	ENST00000267430.9
51198	ENST00000542564.6
51199	ENST00000556250.5
51200	ENST00000554809.5
51201	ENST00000555484.1
51202	ENST00000310806.8
51203	ENST00000627697.1
51204	ENST00000451174.1
51205	ENST00000298283.4
51206	ENST00000426342.5
51207	ENST00000399232.6
51208	ENST00000357362.7
51209	ENST00000554762.5
51210	ENST00000486952.2
51211	ENST00000396020.7
51212	ENST00000245458.10
51213	ENST00000557111.5
51214	ENST00000611563.1
51215	ENST00000298288.10
51216	ENST00000318317.8
51217	ENST00000298289.6
51218	ENST00000305386.3
51219	ENST00000298292.12
51220	ENST00000406043.3
51221	ENST00000216367.9
51222	ENST00000539565.6
51223	ENST00000554396.5
51224	ENST00000553805.2
51225	ENST00000359332.6
51226	ENST00000553274.1
51227	ENST00000557128.1
51228	ENST00000298307.9
51229	ENST00000554589.5
51230	ENST00000557247.1
51231	ENST00000298310.9
51232	ENST00000555970.5
51233	ENST00000554626.5
51234	ENST00000556672.1
51235	ENST00000298316.6
51236	ENST00000395860.6
51237	ENST00000395859.2
51238	ENST00000216373.9
51239	ENST00000543680.5
51240	ENST00000555794.2
51241	ENST00000261699.8
51242	ENST00000267436.8
51243	ENST00000421284.7
51244	ENST00000555423.5
51245	ENST00000555610.1
51246	ENST00000245448.10
51247	ENST00000426751.6
51248	ENST00000311459.11
51249	ENST00000358473.1
51250	ENST00000395834.5
51251	ENST00000525911.5
51252	ENST00000534267.5
51253	ENST00000216378.2
51254	ENST00000013125.8
51255	ENST00000555216.5
51256	ENST00000557390.5
51257	ENST00000554273.1
51258	ENST00000441560.6
51259	ENST00000555960.5
51260	ENST00000553509.1
51261	ENST00000358385.10
51262	ENST00000554886.1
51263	ENST00000557735.1
51264	ENST00000555720.5
51265	ENST00000324679.4
51266	ENST00000553731.1
51267	ENST00000557458.1
51268	ENST00000556735.1
51269	ENST00000245441.9
51270	ENST00000530997.6
51271	ENST00000382043.8
51272	ENST00000389869.7
51273	ENST00000324330.13
51274	ENST00000382041.7
51275	ENST00000530853.5
51276	ENST00000453196.5
51277	ENST00000453401.6
51278	ENST00000486950.5
51279	ENST00000496749.1
51280	ENST00000532462.5
51281	ENST00000544180.6
51282	ENST00000216392.7
51283	ENST00000353130.5
51284	ENST00000337334.6
51285	ENST00000298355.7
51286	ENST00000338969.9
51287	ENST00000360392.4
51288	ENST00000457354.6
51289	ENST00000356218.8
51290	ENST00000395718.6
51291	ENST00000344768.9
51292	ENST00000554778.1
51293	ENST00000555936.5
51294	ENST00000554167.5
51295	ENST00000557405.1
51296	ENST00000555197.1
51297	ENST00000555703.4
51298	ENST00000553556.2
51299	ENST00000553432.5
51300	ENST00000557376.5
51301	ENST00000553560.5
51302	ENST00000615906.4
51303	ENST00000335281.8
51304	ENST00000555472.5
51305	ENST00000556766.5
51306	ENST00000554736.5
51307	ENST00000556752.2
51308	ENST00000554875.1
51309	ENST00000261700.7
51310	ENST00000556760.5
51311	ENST00000553362.1
51312	ENST00000216286.9
51313	ENST00000617139.4
51314	ENST00000541773.5
51315	ENST00000556572.1
51316	ENST00000306051.2
51317	ENST00000553372.1
51318	ENST00000557436.1
51319	ENST00000245457.5
51320	ENST00000281741.8
51321	ENST00000557374.1
51322	ENST00000321662.10
51323	ENST00000542169.6
51324	ENST00000555622.1
51325	ENST00000395686.7
51326	ENST00000556358.5
51327	ENST00000629528.2
51328	ENST00000554251.5
51329	ENST00000445930.6
51330	ENST00000612399.4
51331	ENST00000606149.5
51332	ENST00000555339.5
51333	ENST00000556813.1
51334	ENST00000442123.6
51335	ENST00000354586.4
51336	ENST00000216410.7
51337	ENST00000554230.5
51338	ENST00000557604.1
51339	ENST00000395631.6
51340	ENST00000341590.7
51341	ENST00000554152.5
51342	ENST00000343279.8
51343	ENST00000553373.5
51344	ENST00000553663.5
51345	ENST00000399304.7
51346	ENST00000554288.1
51347	ENST00000555692.5
51348	ENST00000554712.5
51349	ENST00000612692.4
51350	ENST00000395606.5
51351	ENST00000323669.9
51352	ENST00000357758.3
51353	ENST00000556910.1
51354	ENST00000245451.8
51355	ENST00000559087.5
51356	ENST00000417573.5
51357	ENST00000558984.1
51358	ENST00000559501.1
51359	ENST00000558961.1
51360	ENST00000609748.1
51361	ENST00000559642.1
51362	ENST00000611205.4
51363	ENST00000335183.10
51364	ENST00000543789.6
51365	ENST00000442975.6
51366	ENST00000458126.6
51367	ENST00000556102.6
51368	ENST00000541304.5
51369	ENST00000620759.1
51370	ENST00000395577.2
51371	ENST00000216416.8
51372	ENST00000395573.8
51373	ENST00000553660.5
51374	ENST00000557690.5
51375	ENST00000556113.1
51376	ENST00000554908.5
51377	ENST00000358056.7
51378	ENST00000616146.4
51379	ENST00000628554.2
51380	ENST00000553333.1
51381	ENST00000216420.11
51382	ENST00000557317.1
51383	ENST00000556172.1
51384	ENST00000554335.5
51385	ENST00000251091.9
51386	ENST00000631086.2
51387	ENST00000392067.7
51388	ENST00000555192.1
51389	ENST00000622544.4
51390	ENST00000395514.5
51391	ENST00000543643.6
51392	ENST00000491895.6
51393	ENST00000536224.2
51394	ENST00000360586.7
51395	ENST00000420358.2
51396	ENST00000455555.1
51397	ENST00000395472.2
51398	ENST00000555846.1
51399	ENST00000339298.2
51400	ENST00000395468.8
51401	ENST00000622254.1
51402	ENST00000553493.5
51403	ENST00000254301.13
51404	ENST00000554715.1
51405	ENST00000395425.6
51406	ENST00000247191.6
51407	ENST00000557645.5
51408	ENST00000554067.1
51409	ENST00000623123.1
51410	ENST00000313833.4
51411	ENST00000440021.1
51412	ENST00000247178.5
51413	ENST00000247219.5
51414	ENST00000556755.1
51415	ENST00000557267.1
51416	ENST00000554567.1
51417	ENST00000555498.5
51418	ENST00000438792.6
51419	ENST00000395314.7
51420	ENST00000395308.5
51421	ENST00000395311.5
51422	ENST00000395309.7
51423	ENST00000413890.6
51424	ENST00000554507.5
51425	ENST00000554890.1
51426	ENST00000554570.1
51427	ENST00000553624.5
51428	ENST00000555573.5
51429	ENST00000554294.1
51430	ENST00000559044.5
51431	ENST00000267460.8
51432	ENST00000561019.1
51433	ENST00000556810.5
51434	ENST00000261556.10
51435	ENST00000538838.5
51436	ENST00000555046.1
51437	ENST00000339475.9
51438	ENST00000408990.7
51439	ENST00000555006.5
51440	ENST00000554788.5
51441	ENST00000554845.1
51442	ENST00000554559.5
51443	ENST00000555804.1
51444	ENST00000621441.4
51445	ENST00000413566.6
51446	ENST00000340918.11
51447	ENST00000556318.1
51448	ENST00000261558.7
51449	ENST00000556995.1
51450	ENST00000431972.6
51451	ENST00000554863.1
51452	ENST00000555166.5
51453	ENST00000556492.5
51454	ENST00000554703.1
51455	ENST00000298406.6
51456	ENST00000216445.7
51457	ENST00000534126.5
51458	ENST00000422976.6
51459	ENST00000524996.1
51460	ENST00000526336.1
51461	ENST00000339762.10
51462	ENST00000556826.5
51463	ENST00000554729.5
51464	ENST00000267485.7
51465	ENST00000555101.1
51466	ENST00000254286.8
51467	ENST00000554642.1
51468	ENST00000216455.8
51469	ENST00000412908.6
51470	ENST00000557508.5
51471	ENST00000553677.1
51472	ENST00000355431.7
51473	ENST00000348476.7
51474	ENST00000395168.7
51475	ENST00000445108.5
51476	ENST00000424658.5
51477	ENST00000431317.6
51478	ENST00000417477.2
51479	ENST00000360945.6
51480	ENST00000395159.6
51481	ENST00000555593.5
51482	ENST00000556007.6
51483	ENST00000555061.5
51484	ENST00000555404.5
51485	ENST00000555097.1
51486	ENST00000354386.10
51487	ENST00000556134.5
51488	ENST00000619722.4
51489	ENST00000619416.4
51490	ENST00000423743.7
51491	ENST00000554463.5
51492	ENST00000555833.5
51493	ENST00000261244.9
51494	ENST00000555397.1
51495	ENST00000556859.5
51496	ENST00000421793.5
51497	ENST00000395153.7
51498	ENST00000335867.4
51499	ENST00000541264.2
51500	ENST00000360909.7
51501	ENST00000556135.1
51502	ENST00000395125.1
51503	ENST00000395116.1
51504	ENST00000247194.8
51505	ENST00000487285.5
51506	ENST00000481608.1
51507	ENST00000261247.13
51508	ENST00000356057.9
51509	ENST00000616435.4
51510	ENST00000425728.6
51511	ENST00000556985.5
51512	ENST00000554271.5
51513	ENST00000554795.1
51514	ENST00000537690.6
51515	ENST00000281581.5
51516	ENST00000395090.5
51517	ENST00000342503.8
51518	ENST00000267484.9
51519	ENST00000611068.1
51520	ENST00000445360.5
51521	ENST00000570145.1
51522	ENST00000317623.8
51523	ENST00000391611.6
51524	ENST00000406854.5
51525	ENST00000406949.5
51526	ENST00000554534.5
51527	ENST00000216500.9
51528	ENST00000557185.5
51529	ENST00000611054.4
51530	ENST00000557751.5
51531	ENST00000536410.6
51532	ENST00000554101.5
51533	ENST00000557137.1
51534	ENST00000557326.1
51535	ENST00000325642.7
51536	ENST00000395076.8
51537	ENST00000325658.3
51538	ENST00000528241.2
51539	ENST00000525399.2
51540	ENST00000531937.1
51541	ENST00000321731.7
51542	ENST00000555476.5
51543	ENST00000556799.1
51544	ENST00000327720.5
51545	ENST00000247182.6
51546	ENST00000554986.2
51547	ENST00000216513.4
51548	ENST00000556952.3
51549	ENST00000261245.8
51550	ENST00000539616.6
51551	ENST00000554002.5
51552	ENST00000557134.1
51553	ENST00000261249.6
51554	ENST00000553903.1
51555	ENST00000555420.1
51556	ENST00000354886.6
51557	ENST00000267488.8
51558	ENST00000451406.5
51559	ENST00000526105.5
51560	ENST00000533744.6
51561	ENST00000534758.1
51562	ENST00000529212.1
51563	ENST00000555185.5
51564	ENST00000557294.5
51565	ENST00000556778.5
51566	ENST00000555542.5
51567	ENST00000555906.5
51568	ENST00000332981.9
51569	ENST00000555082.5
51570	ENST00000553830.1
51571	ENST00000553831.5
51572	ENST00000553726.5
51573	ENST00000553265.5
51574	ENST00000556164.5
51575	ENST00000557585.5
51576	ENST00000557473.1
51577	ENST00000555868.1
51578	ENST00000556347.1
51579	ENST00000337138.8
51580	ENST00000394997.5
51581	ENST00000323441.10
51582	ENST00000557538.5
51583	ENST00000539097.2
51584	ENST00000216294.4
51585	ENST00000568344.5
51586	ENST00000430451.3
51587	ENST00000322893.11
51588	ENST00000420622.6
51589	ENST00000394968.2
51590	ENST00000316754.7
51591	ENST00000555125.1
51592	ENST00000621500.1
51593	ENST00000314140.2
51594	ENST00000337537.7
51595	ENST00000422769.6
51596	ENST00000555899.1
51597	ENST00000394942.2
51598	ENST00000620954.1
51599	ENST00000267522.7
51600	ENST00000554717.1
51601	ENST00000247225.6
51602	ENST00000358025.7
51603	ENST00000357395.7
51604	ENST00000344113.8
51605	ENST00000341472.9
51606	ENST00000554584.5
51607	ENST00000555002.5
51608	ENST00000394768.6
51609	ENST00000553308.1
51610	ENST00000553455.1
51611	ENST00000556906.5
51612	ENST00000555022.5
51613	ENST00000554805.5
51614	ENST00000458046.6
51615	ENST00000441438.2
51616	ENST00000556275.5
