	ENSEMBL_ID
17256	ENST00000319098.5
17257	ENST00000360265.8
17258	ENST00000358461.6
17259	ENST00000420658.5
17260	ENST00000382543.3
17261	ENST00000614385.1
17262	ENST00000361737.9
17263	ENST00000318888.8
17264	ENST00000514025.5
17265	ENST00000447017.6
17266	ENST00000341937.9
17267	ENST00000361581.9
17268	ENST00000407564.7
17269	ENST00000545242.5
17270	ENST00000505872.5
17271	ENST00000428004.6
17272	ENST00000510277.1
17273	ENST00000509119.5
17274	ENST00000382521.7
17275	ENST00000245105.7
17276	ENST00000457650.6
17277	ENST00000508641.1
17278	ENST00000512966.1
17279	ENST00000625822.1
17280	ENST00000307358.6
17281	ENST00000382512.3
17282	ENST00000356406.9
17283	ENST00000413009.6
17284	ENST00000503233.5
17285	ENST00000514423.1
17286	ENST00000513449.6
17287	ENST00000389737.4
17288	ENST00000504134.1
17289	ENST00000382487.4
17290	ENST00000360986.8
17291	ENST00000382480.6
17292	ENST00000315782.6
17293	ENST00000506970.2
17294	ENST00000400677.4
17295	ENST00000617742.1
17296	ENST00000512047.2
17297	ENST00000417945.1
17298	ENST00000421288.3
17299	ENST00000457736.1
17300	ENST00000613973.1
17301	ENST00000415041.1
17302	ENST00000429667.1
17303	ENST00000616303.1
17304	ENST00000456464.1
17305	ENST00000621432.2
17306	ENST00000614248.3
17307	ENST00000511568.1
17308	ENST00000614762.1
17309	ENST00000504209.1
17310	ENST00000619296.1
17311	ENST00000515566.1
17312	ENST00000615989.1
17313	ENST00000506151.1
17314	ENST00000613757.1
17315	ENST00000506414.1
17316	ENST00000621388.1
17317	ENST00000511280.1
17318	ENST00000622009.1
17319	ENST00000506619.2
17320	ENST00000504481.1
17321	ENST00000622713.1
17322	ENST00000509271.1
17323	ENST00000621472.1
17324	ENST00000509660.1
17325	ENST00000610514.1
17326	ENST00000507227.1
17327	ENST00000515574.1
17328	ENST00000504543.1
17329	ENST00000511681.1
17330	ENST00000504104.1
17331	ENST00000334879.1
17332	ENST00000264784.7
17333	ENST00000506583.5
17334	ENST00000309065.7
17335	ENST00000513129.1
17336	ENST00000304374.3
17337	ENST00000499869.6
17338	ENST00000382451.6
17339	ENST00000382452.6
17340	ENST00000502702.5
17341	ENST00000508079.1
17342	ENST00000326756.3
17343	ENST00000507515.1
17344	ENST00000226951.10
17345	ENST00000515667.5
17346	ENST00000442825.6
17347	ENST00000507719.1
17348	ENST00000002596.5
17349	ENST00000514690.5
17350	ENST00000510712.1
17351	ENST00000511649.5
17352	ENST00000330852.9
17353	ENST00000288723.8
17354	ENST00000338176.8
17355	ENST00000630951.1
17356	ENST00000504644.1
17357	ENST00000510528.1
17358	ENST00000382438.5
17359	ENST00000040738.9
17360	ENST00000507943.1
17361	ENST00000627924.1
17362	ENST00000538197.5
17363	ENST00000442003.6
17364	ENST00000507071.5
17365	ENST00000345451.7
17366	ENST00000259997.9
17367	ENST00000382395.7
17368	ENST00000382401.7
17369	ENST00000509684.1
17370	ENST00000397700.6
17371	ENST00000295297.4
17372	ENST00000382383.7
17373	ENST00000429690.5
17374	ENST00000444304.2
17375	ENST00000438599.6
17376	ENST00000424120.5
17377	ENST00000512702.5
17378	ENST00000507954.5
17379	ENST00000515124.5
17380	ENST00000503292.5
17381	ENST00000503658.2
17382	ENST00000389652.9
17383	ENST00000514039.5
17384	ENST00000341285.7
17385	ENST00000513163.5
17386	ENST00000412094.6
17387	ENST00000512066.5
17388	ENST00000503196.5
17389	ENST00000509314.5
17390	ENST00000510802.5
17391	ENST00000507899.1
17392	ENST00000515679.1
17393	ENST00000622362.1
17394	ENST00000503617.1
17395	ENST00000422728.2
17396	ENST00000265016.8
17397	ENST00000382346.7
17398	ENST00000505785.5
17399	ENST00000514445.5
17400	ENST00000514989.1
17401	ENST00000226279.7
17402	ENST00000510674.1
17403	ENST00000382333.1
17404	ENST00000259989.6
17405	ENST00000447510.6
17406	ENST00000540805.5
17407	ENST00000539194.5
17408	ENST00000505450.5
17409	ENST00000508167.5
17410	ENST00000510224.5
17411	ENST00000513946.1
17412	ENST00000508322.1
17413	ENST00000508940.1
17414	ENST00000514967.5
17415	ENST00000405303.6
17416	ENST00000515064.5
17417	ENST00000441778.6
17418	ENST00000304523.9
17419	ENST00000502640.5
17420	ENST00000507464.5
17421	ENST00000506732.1
17422	ENST00000513615.5
17423	ENST00000281243.9
17424	ENST00000428702.6
17425	ENST00000508623.5
17426	ENST00000505710.1
17427	ENST00000511148.2
17428	ENST00000226299.8
17429	ENST00000618908.4
17430	ENST00000606142.5
17431	ENST00000513105.1
17432	ENST00000237380.11
17433	ENST00000612711.4
17434	ENST00000265018.3
17435	ENST00000382247.5
17436	ENST00000251496.6
17437	ENST00000510063.1
17438	ENST00000326877.8
17439	ENST00000382224.5
17440	ENST00000382226.5
17441	ENST00000503823.5
17442	ENST00000504154.5
17443	ENST00000622093.4
17444	ENST00000273739.9
17445	ENST00000503837.5
17446	ENST00000508824.1
17447	ENST00000511508.5
17448	ENST00000509941.1
17449	ENST00000512993.1
17450	ENST00000510051.5
17451	ENST00000503585.5
17452	ENST00000360916.9
17453	ENST00000295290.12
17454	ENST00000514485.5
17455	ENST00000444671.6
17456	ENST00000510700.5
17457	ENST00000506745.5
17458	ENST00000514663.5
17459	ENST00000509469.5
17460	ENST00000515339.5
17461	ENST00000513861.5
17462	ENST00000502374.5
17463	ENST00000511160.5
17464	ENST00000504630.5
17465	ENST00000513590.5
17466	ENST00000514292.5
17467	ENST00000502938.5
17468	ENST00000509625.1
17469	ENST00000505160.1
17470	ENST00000507634.5
17471	ENST00000513459.5
17472	ENST00000511089.1
17473	ENST00000506457.1
17474	ENST00000359001.9
17475	ENST00000382148.7
17476	ENST00000447367.6
17477	ENST00000382150.8
17478	ENST00000382152.6
17479	ENST00000509207.1
17480	ENST00000334304.9
17481	ENST00000508133.5
17482	ENST00000502482.1
17483	ENST00000514129.5
17484	ENST00000613293.4
17485	ENST00000610628.4
17486	ENST00000264867.6
17487	ENST00000613098.4
17488	ENST00000617484.4
17489	ENST00000612355.1
17490	ENST00000507380.1
17491	ENST00000336812.4
17492	ENST00000598411.1
17493	ENST00000382120.3
17494	ENST00000504487.5
17495	ENST00000389609.8
17496	ENST00000502801.1
17497	ENST00000382114.8
17498	ENST00000512108.1
17499	ENST00000382103.6
17500	ENST00000513285.1
17501	ENST00000512921.4
17502	ENST00000264864.7
17503	ENST00000302874.8
17504	ENST00000612982.1
17505	ENST00000505412.1
17506	ENST00000315368.7
17507	ENST00000510092.5
17508	ENST00000505991.1
17509	ENST00000513204.5
17510	ENST00000504570.5
17511	ENST00000382051.7
17512	ENST00000503434.5
17513	ENST00000507530.1
17514	ENST00000399878.7
17515	ENST00000264868.9
17516	ENST00000502949.5
17517	ENST00000510448.5
17518	ENST00000507618.1
17519	ENST00000514321.1
17520	ENST00000510880.1
17521	ENST00000513691.1
17522	ENST00000514872.1
17523	ENST00000614775.4
17524	ENST00000506197.2
17525	ENST00000514384.1
17526	ENST00000512351.5
17527	ENST00000510778.6
17528	ENST00000506956.5
17529	ENST00000512671.5
17530	ENST00000345843.7
17531	ENST00000342295.5
17532	ENST00000361572.10
17533	ENST00000514807.5
17534	ENST00000348160.8
17535	ENST00000509158.5
17536	ENST00000355476.7
17537	ENST00000505958.5
17538	ENST00000507561.5
17539	ENST00000514730.5
17540	ENST00000507574.5
17541	ENST00000514675.5
17542	ENST00000515573.5
17543	ENST00000511546.5
17544	ENST00000504907.5
17545	ENST00000342320.8
17546	ENST00000504938.1
17547	ENST00000504423.1
17548	ENST00000295589.3
17549	ENST00000513455.5
17550	ENST00000512840.5
17551	ENST00000264866.8
17552	ENST00000505206.5
17553	ENST00000511789.5
17554	ENST00000513596.1
17555	ENST00000494628.6
17556	ENST00000463501.5
17557	ENST00000467087.5
17558	ENST00000467011.5
17559	ENST00000465503.5
17560	ENST00000478049.1
17561	ENST00000473519.5
17562	ENST00000477474.2
17563	ENST00000361762.3
17564	ENST00000543491.2
17565	ENST00000511884.6
17566	ENST00000621961.1
17567	ENST00000509759.2
17568	ENST00000303965.8
17569	ENST00000618163.1
17570	ENST00000511416.1
17571	ENST00000506189.1
17572	ENST00000357504.7
17573	ENST00000507598.5
17574	ENST00000456874.3
17575	ENST00000309447.5
17576	ENST00000381980.8
17577	ENST00000508175.5
17578	ENST00000284437.6
17579	ENST00000314117.8
17580	ENST00000454158.6
17581	ENST00000512114.1
17582	ENST00000381967.8
17583	ENST00000625312.2
17584	ENST00000623925.1
17585	ENST00000508802.5
17586	ENST00000261439.8
17587	ENST00000402522.1
17588	ENST00000615497.4
17589	ENST00000446803.6
17590	ENST00000510573.6
17591	ENST00000513936.6
17592	ENST00000443855.5
17593	ENST00000421339.3
17594	ENST00000504686.1
17595	ENST00000261438.9
17596	ENST00000514033.1
17597	ENST00000308973.8
17598	ENST00000613579.4
17599	ENST00000361424.6
17600	ENST00000622002.4
17601	ENST00000506111.1
17602	ENST00000508334.1
17603	ENST00000502321.5
17604	ENST00000308979.6
17605	ENST00000502213.6
17606	ENST00000505940.1
17607	ENST00000515861.5
17608	ENST00000506146.5
17609	ENST00000508364.1
17610	ENST00000436693.6
17611	ENST00000381950.1
17612	ENST00000610323.2
17613	ENST00000508254.5
17614	ENST00000514655.1
17615	ENST00000510213.5
17616	ENST00000515037.5
17617	ENST00000358869.4
17618	ENST00000381938.3
17619	ENST00000344606.6
17620	ENST00000261425.7
17621	ENST00000508137.6
17622	ENST00000504108.5
17623	ENST00000381930.7
17624	ENST00000261426.9
17625	ENST00000515612.1
17626	ENST00000399820.7
17627	ENST00000509560.5
17628	ENST00000512112.5
17629	ENST00000506503.1
17630	ENST00000349703.6
17631	ENST00000381897.5
17632	ENST00000514572.1
17633	ENST00000504554.1
17634	ENST00000503784.1
17635	ENST00000257408.4
17636	ENST00000295955.13
17637	ENST00000449470.6
17638	ENST00000508595.5
17639	ENST00000506581.5
17640	ENST00000503040.5
17641	ENST00000504470.1
17642	ENST00000340169.6
17643	ENST00000261434.7
17644	ENST00000513731.5
17645	ENST00000381846.1
17646	ENST00000316423.10
17647	ENST00000501493.6
17648	ENST00000506179.5
17649	ENST00000507089.5
17650	ENST00000515021.5
17651	ENST00000514106.5
17652	ENST00000509391.1
17653	ENST00000505698.1
17654	ENST00000510490.1
17655	ENST00000295958.9
17656	ENST00000511809.5
17657	ENST00000505729.1
17658	ENST00000261427.9
17659	ENST00000510934.5
17660	ENST00000503368.5
17661	ENST00000445950.2
17662	ENST00000303538.12
17663	ENST00000503396.5
17664	ENST00000513798.1
17665	ENST00000261435.10
17666	ENST00000515550.1
17667	ENST00000513269.1
17668	ENST00000505618.5
17669	ENST00000507851.5
17670	ENST00000615577.4
17671	ENST00000613272.4
17672	ENST00000508513.5
17673	ENST00000617441.4
17674	ENST00000503941.5
17675	ENST00000622175.4
17676	ENST00000619474.4
17677	ENST00000615083.4
17678	ENST00000610353.4
17679	ENST00000614836.1
17680	ENST00000381799.9
17681	ENST00000511121.5
17682	ENST00000310169.2
17683	ENST00000381793.6
17684	ENST00000381795.10
17685	ENST00000295971.11
17686	ENST00000514014.1
17687	ENST00000515053.5
17688	ENST00000513473.5
17689	ENST00000505414.5
17690	ENST00000514782.5
17691	ENST00000507180.5
17692	ENST00000511598.5
17693	ENST00000511902.5
17694	ENST00000505220.1
17695	ENST00000381782.6
17696	ENST00000316607.5
17697	ENST00000295974.12
17698	ENST00000543538.5
17699	ENST00000513140.5
17700	ENST00000513611.5
17701	ENST00000508593.5
17702	ENST00000502841.5
17703	ENST00000506352.5
17704	ENST00000504305.5
17705	ENST00000512510.5
17706	ENST00000510670.5
17707	ENST00000514920.5
17708	ENST00000513516.5
17709	ENST00000513493.1
17710	ENST00000509446.5
17711	ENST00000508707.5
17712	ENST00000503264.5
17713	ENST00000508676.5
17714	ENST00000503503.5
17715	ENST00000514924.5
17716	ENST00000503431.5
17717	ENST00000284440.8
17718	ENST00000508768.5
17719	ENST00000512788.1
17720	ENST00000513024.5
17721	ENST00000509638.5
17722	ENST00000508501.5
17723	ENST00000512946.5
17724	ENST00000313860.11
17725	ENST00000512632.5
17726	ENST00000512820.5
17727	ENST00000511424.5
17728	ENST00000446625.6
17729	ENST00000503057.5
17730	ENST00000511496.5
17731	ENST00000514096.5
17732	ENST00000509277.5
17733	ENST00000509454.5
17734	ENST00000396595.7
17735	ENST00000381753.8
17736	ENST00000508466.1
17737	ENST00000226382.3
17738	ENST00000504986.5
17739	ENST00000508448.5
17740	ENST00000513702.5
17741	ENST00000325094.9
17742	ENST00000513558.1
17743	ENST00000333141.6
17744	ENST00000264451.11
17745	ENST00000502486.5
17746	ENST00000504360.5
17747	ENST00000611697.1
17748	ENST00000319234.4
17749	ENST00000381668.9
17750	ENST00000264449.14
17751	ENST00000510289.1
17752	ENST00000399770.2
17753	ENST00000360029.3
17754	ENST00000515268.1
17755	ENST00000415895.8
17756	ENST00000332990.5
17757	ENST00000508947.1
17758	ENST00000281543.5
17759	ENST00000608855.1
17760	ENST00000609092.5
17761	ENST00000507917.5
17762	ENST00000295448.7
17763	ENST00000507534.5
17764	ENST00000509756.1
17765	ENST00000295452.4
17766	ENST00000510861.5
17767	ENST00000514090.5
17768	ENST00000381620.8
17769	ENST00000356504.5
17770	ENST00000540012.5
17771	ENST00000507069.5
17772	ENST00000515082.5
17773	ENST00000503806.5
17774	ENST00000506961.5
17775	ENST00000507460.1
17776	ENST00000396533.5
17777	ENST00000355591.7
17778	ENST00000543208.5
17779	ENST00000505102.1
17780	ENST00000264318.3
17781	ENST00000513567.5
17782	ENST00000295454.7
17783	ENST00000381571.5
17784	ENST00000273859.7
17785	ENST00000504445.1
17786	ENST00000273857.8
17787	ENST00000610355.4
17788	ENST00000508498.5
17789	ENST00000502252.5
17790	ENST00000505909.5
17791	ENST00000504584.1
17792	ENST00000329043.7
17793	ENST00000381538.7
17794	ENST00000507489.1
17795	ENST00000295461.9
17796	ENST00000511123.1
17797	ENST00000402813.7
17798	ENST00000514170.5
17799	ENST00000544810.5
17800	ENST00000358519.8
17801	ENST00000420489.6
17802	ENST00000504722.5
17803	ENST00000514520.5
17804	ENST00000513178.1
17805	ENST00000264316.8
17806	ENST00000507351.1
17807	ENST00000506073.1
17808	ENST00000381501.7
17809	ENST00000264313.10
17810	ENST00000512093.5
17811	ENST00000510595.1
17812	ENST00000273861.4
17813	ENST00000327939.4
17814	ENST00000503238.5
17815	ENST00000358350.8
17816	ENST00000507873.6
17817	ENST00000514617.5
17818	ENST00000507711.5
17819	ENST00000506685.1
17820	ENST00000505759.1
17821	ENST00000504654.5
17822	ENST00000509122.5
17823	ENST00000509664.5
17824	ENST00000505922.6
17825	ENST00000514981.5
17826	ENST00000511662.5
17827	ENST00000508996.5
17828	ENST00000507210.5
17829	ENST00000264312.11
17830	ENST00000396448.6
17831	ENST00000512236.5
17832	ENST00000509164.5
17833	ENST00000511102.5
17834	ENST00000381473.7
17835	ENST00000444354.6
17836	ENST00000509963.5
17837	ENST00000509246.5
17838	ENST00000506801.5
17839	ENST00000503016.5
17840	ENST00000510824.5
17841	ENST00000425583.6
17842	ENST00000508293.5
17843	ENST00000513391.2
17844	ENST00000508632.5
17845	ENST00000273860.8
17846	ENST00000620187.4
17847	ENST00000381464.6
17848	ENST00000226432.8
17849	ENST00000513409.1
17850	ENST00000334635.9
17851	ENST00000381441.7
17852	ENST00000505403.5
17853	ENST00000451288.6
17854	ENST00000510808.1
17855	ENST00000343457.3
17856	ENST00000381431.9
17857	ENST00000295213.8
17858	ENST00000419395.6
17859	ENST00000441222.7
17860	ENST00000451218.6
17861	ENST00000508499.5
17862	ENST00000443173.5
17863	ENST00000440542.1
17864	ENST00000248706.4
17865	ENST00000401642.7
17866	ENST00000388940.8
17867	ENST00000611795.1
17868	ENST00000503450.1
17869	ENST00000337488.10
17870	ENST00000358575.9
17871	ENST00000507922.5
17872	ENST00000306932.10
17873	ENST00000504094.1
17874	ENST00000507166.5
17875	ENST00000306888.6
17876	ENST00000263925.7
17877	ENST00000513421.5
17878	ENST00000510143.1
17879	ENST00000512247.5
17880	ENST00000507168.5
17881	ENST00000504299.5
17882	ENST00000263921.7
17883	ENST00000512964.5
17884	ENST00000510894.1
17885	ENST00000611459.1
17886	ENST00000326902.6
17887	ENST00000503800.1
17888	ENST00000257290.9
17889	ENST00000508170.5
17890	ENST00000512143.1
17891	ENST00000503856.5
17892	ENST00000504461.5
17893	ENST00000512522.1
17894	ENST00000412167.6
17895	ENST00000288135.5
17896	ENST00000263923.4
17897	ENST00000264228.8
17898	ENST00000505210.1
17899	ENST00000506198.5
17900	ENST00000381334.9
17901	ENST00000608091.1
17902	ENST00000309964.8
17903	ENST00000381322.5
17904	ENST00000513440.5
17905	ENST00000435527.6
17906	ENST00000295645.8
17907	ENST00000615028.1
17908	ENST00000511469.5
17909	ENST00000264218.7
17910	ENST00000505262.5
17911	ENST00000507338.1
17912	ENST00000381295.6
17913	ENST00000346134.11
17914	ENST00000349598.6
17915	ENST00000422247.6
17916	ENST00000257287.4
17917	ENST00000629263.2
17918	ENST00000264229.10
17919	ENST00000541073.5
17920	ENST00000504228.5
17921	ENST00000514330.1
17922	ENST00000602986.5
17923	ENST00000451613.5
17924	ENST00000513376.5
17925	ENST00000205214.10
17926	ENST00000502617.1
17927	ENST00000264220.6
17928	ENST00000514888.5
17929	ENST00000264221.6
17930	ENST00000505164.5
17931	ENST00000399688.7
17932	ENST00000512576.2
17933	ENST00000342756.9
17934	ENST00000510663.5
17935	ENST00000504757.2
17936	ENST00000505314.1
17937	ENST00000360096.2
17938	ENST00000512175.2
17939	ENST00000420433.5
17940	ENST00000337881.11
17941	ENST00000554144.5
17942	ENST00000503639.7
17943	ENST00000553379.6
17944	ENST00000381255.7
17945	ENST00000317745.11
17946	ENST00000555760.6
17947	ENST00000556614.6
17948	ENST00000556376.6
17949	ENST00000381260.7
17950	ENST00000508121.2
17951	ENST00000248701.8
17952	ENST00000506738.5
17953	ENST00000618802.3
17954	ENST00000616980.1
17955	ENST00000504762.1
17956	ENST00000631082.1
17957	ENST00000612429.4
17958	ENST00000616975.4
17959	ENST00000309042.11
17960	ENST00000622863.4
17961	ENST00000619101.4
17962	ENST00000611211.1
17963	ENST00000264230.4
17964	ENST00000450656.5
17965	ENST00000381227.5
17966	ENST00000431623.6
17967	ENST00000441246.6
17968	ENST00000433463.1
17969	ENST00000314595.5
17970	ENST00000295666.6
17971	ENST00000514062.2
17972	ENST00000512091.6
17973	ENST00000514591.5
17974	ENST00000509896.5
17975	ENST00000511324.5
17976	ENST00000506700.5
17977	ENST00000507164.5
17978	ENST00000508693.5
17979	ENST00000507625.5
17980	ENST00000514157.5
17981	ENST00000504896.5
17982	ENST00000508946.5
17983	ENST00000506720.5
17984	ENST00000506746.5
17985	ENST00000514996.5
17986	ENST00000545650.5
17987	ENST00000502815.1
17988	ENST00000507440.5
17989	ENST00000381210.7
17990	ENST00000511997.1
17991	ENST00000509536.1
17992	ENST00000273854.7
17993	ENST00000613740.4
17994	ENST00000622150.4
17995	ENST00000432638.6
17996	ENST00000354839.8
17997	ENST00000511294.1
17998	ENST00000273853.10
17999	ENST00000265404.6
18000	ENST00000396225.1
18001	ENST00000322244.9
18002	ENST00000505673.2
18003	ENST00000420827.2
18004	ENST00000226413.4
18005	ENST00000420975.2
18006	ENST00000283916.10
18007	ENST00000514868.1
18008	ENST00000508048.5
18009	ENST00000334830.11
18010	ENST00000513536.5
18011	ENST00000396188.3
18012	ENST00000356291.2
18013	ENST00000332644.5
18014	ENST00000344157.8
18015	ENST00000355665.7
18016	ENST00000579690.5
18017	ENST00000507529.1
18018	ENST00000505251.1
18019	ENST00000510746.1
18020	ENST00000305363.8
18021	ENST00000317746.2
18022	ENST00000616841.4
18023	ENST00000338206.5
18024	ENST00000265403.11
18025	ENST00000458688.2
18026	ENST00000251566.8
18027	ENST00000615638.4
18028	ENST00000620779.4
18029	ENST00000446444.1
18030	ENST00000502942.5
18031	ENST00000305231.11
18032	ENST00000508661.5
18033	ENST00000622664.1
18034	ENST00000612433.4
18035	ENST00000335568.9
18036	ENST00000511240.1
18037	ENST00000512583.5
18038	ENST00000305107.6
18039	ENST00000510114.1
18040	ENST00000503640.5
18041	ENST00000457664.6
18042	ENST00000512704.5
18043	ENST00000286604.8
18044	ENST00000505512.1
18045	ENST00000514019.1
18046	ENST00000604629.5
18047	ENST00000604021.1
18048	ENST00000310613.7
18049	ENST00000510821.1
18050	ENST00000512870.1
18051	ENST00000226444.3
18052	ENST00000246891.8
18053	ENST00000507763.5
18054	ENST00000507772.5
18055	ENST00000505782.5
18056	ENST00000633258.1
18057	ENST00000510936.1
18058	ENST00000353151.3
18059	ENST00000246895.8
18060	ENST00000615994.4
18061	ENST00000381060.2
18062	ENST00000623021.1
18063	ENST00000526767.5
18064	ENST00000530128.5
18065	ENST00000381057.3
18066	ENST00000246896.7
18067	ENST00000511674.5
18068	ENST00000610341.1
18069	ENST00000502294.5
18070	ENST00000344526.9
18071	ENST00000396094.6
18072	ENST00000510709.6
18073	ENST00000514097.5
18074	ENST00000317987.5
18075	ENST00000304954.3
18076	ENST00000273936.5
18077	ENST00000226460.4
18078	ENST00000504825.5
18079	ENST00000614072.1
18080	ENST00000304915.7
18081	ENST00000399575.6
18082	ENST00000615728.1
18083	ENST00000413702.5
18084	ENST00000505411.5
18085	ENST00000456088.5
18086	ENST00000304887.5
18087	ENST00000339336.8
18088	ENST00000504451.1
18089	ENST00000322937.10
18090	ENST00000613447.4
18091	ENST00000449493.2
18092	ENST00000396073.3
18093	ENST00000254801.8
18094	ENST00000543780.5
18095	ENST00000510437.5
18096	ENST00000510614.5
18097	ENST00000391614.7
18098	ENST00000470866.1
18099	ENST00000254803.3
18100	ENST00000514898.1
18101	ENST00000503876.5
18102	ENST00000417478.6
18103	ENST00000381006.7
18104	ENST00000226328.8
18105	ENST00000513597.5
18106	ENST00000502653.5
18107	ENST00000254799.10
18108	ENST00000545193.5
18109	ENST00000499044.6
18110	ENST00000502323.5
18111	ENST00000514161.5
18112	ENST00000502869.5
18113	ENST00000309395.6
18114	ENST00000396051.2
18115	ENST00000509617.1
18116	ENST00000286648.9
18117	ENST00000504730.5
18118	ENST00000504952.1
18119	ENST00000264485.9
18120	ENST00000425175.5
18121	ENST00000351898.10
18122	ENST00000512686.5
18123	ENST00000340595.3
18124	ENST00000273951.12
18125	ENST00000504199.5
18126	ENST00000513476.5
18127	ENST00000506245.1
18128	ENST00000308744.10
18129	ENST00000344413.5
18130	ENST00000395999.5
18131	ENST00000358749.3
18132	ENST00000286657.8
18133	ENST00000622135.1
18134	ENST00000295890.8
18135	ENST00000507544.2
18136	ENST00000358602.8
18137	ENST00000558247.5
18138	ENST00000509867.6
18139	ENST00000330838.10
18140	ENST00000561029.1
18141	ENST00000441319.5
18142	ENST00000295897.8
18143	ENST00000621628.4
18144	ENST00000621085.4
18145	ENST00000415165.6
18146	ENST00000503124.5
18147	ENST00000509063.5
18148	ENST00000401494.7
18149	ENST00000511370.1
18150	ENST00000395792.6
18151	ENST00000226359.2
18152	ENST00000226355.4
18153	ENST00000307439.9
18154	ENST00000342081.7
18155	ENST00000395777.6
18156	ENST00000335049.5
18157	ENST00000307407.7
18158	ENST00000401931.1
18159	ENST00000226317.9
18160	ENST00000515050.1
18161	ENST00000226524.3
18162	ENST00000395761.3
18163	ENST00000296029.3
18164	ENST00000296028.3
18165	ENST00000296027.4
18166	ENST00000296026.4
18167	ENST00000508487.2
18168	ENST00000433372.5
18169	ENST00000395759.6
18170	ENST00000359107.9
18171	ENST00000325278.6
18172	ENST00000413830.5
18173	ENST00000332112.8
18174	ENST00000514968.5
18175	ENST00000503098.5
18176	ENST00000502358.5
18177	ENST00000509145.5
18178	ENST00000505212.5
18179	ENST00000446430.2
18180	ENST00000244869.2
18181	ENST00000395748.7
18182	ENST00000502307.1
18183	ENST00000395743.7
18184	ENST00000512743.1
18185	ENST00000513238.5
18186	ENST00000307428.7
18187	ENST00000324439.9
18188	ENST00000380840.6
18189	ENST00000512706.5
18190	ENST00000513257.5
18191	ENST00000507014.1
18192	ENST00000506261.5
18193	ENST00000504218.5
18194	ENST00000507557.5
18195	ENST00000508105.5
18196	ENST00000311638.7
18197	ENST00000380837.7
18198	ENST00000507556.5
18199	ENST00000504190.5
18200	ENST00000507885.5
18201	ENST00000502620.1
18202	ENST00000514480.1
18203	ENST00000616557.1
18204	ENST00000311623.8
18205	ENST00000435974.2
18206	ENST00000429927.6
18207	ENST00000307465.8
18208	ENST00000395719.7
18209	ENST00000359707.8
18210	ENST00000357854.7
18211	ENST00000503660.5
18212	ENST00000507745.5
18213	ENST00000509100.5
18214	ENST00000511146.5
18215	ENST00000515457.5
18216	ENST00000507252.5
18217	ENST00000511868.5
18218	ENST00000509561.5
18219	ENST00000508510.5
18220	ENST00000499709.2
18221	ENST00000514213.6
18222	ENST00000264904.8
18223	ENST00000286719.11
18224	ENST00000621010.1
18225	ENST00000286733.8
18226	ENST00000602782.5
18227	ENST00000507956.5
18228	ENST00000505594.1
18229	ENST00000507187.2
18230	ENST00000356260.9
18231	ENST00000395711.8
18232	ENST00000625176.1
18233	ENST00000629900.1
18234	ENST00000264888.5
18235	ENST00000513353.5
18236	ENST00000341029.9
18237	ENST00000513122.5
18238	ENST00000504914.5
18239	ENST00000355810.8
18240	ENST00000349321.7
18241	ENST00000510423.1
18242	ENST00000511188.1
18243	ENST00000306602.2
18244	ENST00000306621.7
18245	ENST00000503860.1
18246	ENST00000264883.7
18247	ENST00000514987.5
18248	ENST00000514901.5
18249	ENST00000264896.6
18250	ENST00000452464.6
18251	ENST00000510197.5
18252	ENST00000512895.5
18253	ENST00000424749.6
18254	ENST00000606246.1
18255	ENST00000515604.5
18256	ENST00000514140.1
18257	ENST00000237642.6
18258	ENST00000388914.7
18259	ENST00000434846.2
18260	ENST00000296043.6
18261	ENST00000334306.3
18262	ENST00000264893.10
18263	ENST00000502584.5
18264	ENST00000510641.5
18265	ENST00000505788.5
18266	ENST00000510515.5
18267	ENST00000504637.5
18268	ENST00000512778.1
18269	ENST00000506731.5
18270	ENST00000502401.1
18271	ENST00000237654.8
18272	ENST00000515468.1
18273	ENST00000505609.5
18274	ENST00000513774.1
18275	ENST00000507788.1
18276	ENST00000316355.9
18277	ENST00000354403.9
18278	ENST00000502280.5
18279	ENST00000395640.5
18280	ENST00000512918.5
18281	ENST00000509972.1
18282	ENST00000286758.4
18283	ENST00000504123.5
18284	ENST00000515506.5
18285	ENST00000512485.5
18286	ENST00000505983.1
18287	ENST00000515441.1
18288	ENST00000315567.12
18289	ENST00000502384.3
18290	ENST00000325942.10
18291	ENST00000512123.3
18292	ENST00000264899.10
18293	ENST00000502446.5
18294	ENST00000508900.1
18295	ENST00000510944.3
18296	ENST00000264908.10
18297	ENST00000512884.5
18298	ENST00000512542.5
18299	ENST00000503570.6
18300	ENST00000512373.5
18301	ENST00000514171.5
18302	ENST00000508214.1
18303	ENST00000502871.5
18304	ENST00000335016.9
18305	ENST00000628286.1
18306	ENST00000502613.1
18307	ENST00000512733.5
18308	ENST00000286794.4
18309	ENST00000358842.4
18310	ENST00000403729.6
18311	ENST00000404191.5
18312	ENST00000346652.10
18313	ENST00000307333.7
18314	ENST00000504452.5
18315	ENST00000515013.5
18316	ENST00000339711.8
18317	ENST00000415738.2
18318	ENST00000312465.11
18319	ENST00000456523.3
18320	ENST00000358105.7
18321	ENST00000508675.1
18322	ENST00000621014.1
18323	ENST00000282701.2
18324	ENST00000545647.5
18325	ENST00000264399.5
18326	ENST00000395578.3
18327	ENST00000628926.1
18328	ENST00000509081.5
18329	ENST00000264400.6
18330	ENST00000335927.11
18331	ENST00000504863.1
